Algorithm:		Bubble Sort         Merge Sort
-1386815559	-90707861	-90707861
-1360835579	-90116634	-90116634
1684755616	-89833054	-89833054
1054989160	-88813471	-88813471
1968505637	-88765556	-88765556
1922275553	-88260204	-88260204
-312342862	-88103658	-88103658
-2147279158	-87752752	-87752752
-1664080474	-87234199	-87234199
1893397371	-87179800	-87179800
-1154123886	-87050183	-87050183
-513482159	-86523013	-86523013
702985179	-86488630	-86488630
806064839	-86310037	-86310037
173801664	-86198526	-86198526
-1751860355	-85377191	-85377191
1851515093	-84729131	-84729131
1057634346	-84204053	-84204053
2079960437	-83362975	-83362975
-1608813377	-82564135	-82564135
37353142	-82522457	-82522457
1343085902	-81795064	-81795064
-954616348	-81430608	-81430608
1986371952	-80974960	-80974960
-1128886892	-80803918	-80803918
-1924404422	-79628889	-79628889
-1645352254	-78655140	-78655140
1074593029	-78243189	-78243189
1458097314	-78124162	-78124162
-465023332	-77657140	-77657140
1184552200	-76323227	-76323227
-2130966143	-75593862	-75593862
-901768815	-75492781	-75492781
1210187113	-74346822	-74346822
306154999	-72879632	-72879632
1904779562	-71866729	-71866729
1118558771	-71366757	-71366757
1068089767	-71083488	-71083488
710185820	-70500633	-70500633
1228500863	-70276968	-70276968
2018192482	-70118072	-70118072
848977289	-69633867	-69633867
2087525397	-69413247	-69413247
-1279949464	-69152223	-69152223
1887811615	-69113563	-69113563
-551134020	-68976402	-68976402
52080851	-68593222	-68593222
563903663	-67356425	-67356425
1625096189	-67084584	-67084584
-813619457	-67064401	-67064401
1886063904	-66925334	-66925334
1610145455	-66898014	-66898014
-1193815105	-66507316	-66507316
55453689	-66059339	-66059339
-1082880861	-65131115	-65131115
1843774026	-64624109	-64624109
442485056	-63602678	-63602678
-734388154	-62758199	-62758199
1592109219	-62716584	-62716584
-1273244385	-62685618	-62685618
1258479507	-62597068	-62597068
1152381906	-62192152	-62192152
852511177	-61727619	-61727619
-861322244	-61287982	-61287982
1527361642	-60639332	-60639332
-723809942	-60129241	-60129241
1345450537	-60035182	-60035182
-447007087	-59873197	-59873197
1937036219	-59727229	-59727229
-230518897	-59630687	-59630687
222692227	-59410318	-59410318
1553388135	-57980298	-57980298
-403023456	-57588790	-57588790
1919171214	-57012416	-57012416
1321182661	-56590910	-56590910
-1580533489	-56381554	-56381554
1749450366	-56286423	-56286423
-162639923	-55825959	-55825959
534581716	-54833592	-54833592
797128094	-53885071	-53885071
-95355543	-53481748	-53481748
-718859674	-51576242	-51576242
-367115125	-51316207	-51316207
-390623912	-51097698	-51097698
-389372729	-50970339	-50970339
1402004729	-50667829	-50667829
-1786421757	-50534635	-50534635
1954293674	-49830204	-49830204
180162867	-49815891	-49815891
-1496992579	-49787264	-49787264
-1947782892	-49533464	-49533464
-839974563	-47918345	-47918345
-424627549	-47185499	-47185499
160793048	-47168436	-47168436
-583612644	-47033252	-47033252
24190729	-46973609	-46973609
-1035239476	-46395772	-46395772
273979633	-46343259	-46343259
1881070590	-45814208	-45814208
-1893993785	-45639306	-45639306
-509805628	-45604567	-45604567
1417368066	-45579063	-45579063
1575523949	-45220689	-45220689
-1405425366	-44083556	-44083556
628257257	-44011681	-44011681
2055366770	-43604150	-43604150
-220266390	-43074060	-43074060
1570525550	-42800137	-42800137
408456193	-42445209	-42445209
-911982494	-42353675	-42353675
-1319959542	-39870742	-39870742
1376523506	-39862754	-39862754
-325212510	-38618823	-38618823
-287527610	-37098089	-37098089
-1923354499	-36948757	-36948757
1652421091	-36844494	-36844494
888834004	-36652842	-36652842
-939127368	-36083356	-36083356
246205259	-35879932	-35879932
-2087441094	-35626408	-35626408
1673354228	-35450062	-35450062
42717320	-34574294	-34574294
1284960735	-33778525	-33778525
-846532633	-33528618	-33528618
-1548935974	-33373728	-33373728
269989655	-32960578	-32960578
-1026109623	-32402705	-32402705
-1956658354	-31576793	-31576793
412731198	-31125435	-31125435
606103780	-30508463	-30508463
-1001412033	-27594841	-27594841
865067250	-26997631	-26997631
1441792599	-26692467	-26692467
479538279	-26610201	-26610201
262655844	-26375722	-26375722
-348173969	-25837135	-25837135
367861188	-25825229	-25825229
-11806435	-25455357	-25455357
-2130273332	-25284705	-25284705
457561773	-25215503	-25215503
1316653487	-24968543	-24968543
43210468	-23651597	-23651597
-1874187329	-22545808	-22545808
2092875090	-21982744	-21982744
1736846639	-21704595	-21704595
1788755592	-21674909	-21674909
-1004359235	-19029741	-19029741
1535783288	-18448759	-18448759
-199278866	-18394870	-18394870
882798493	-17856017	-17856017
1289599426	-17489902	-17489902
402137760	-17442646	-17442646
703955979	-17342060	-17342060
-56381554	-16968884	-16968884
-443818805	-16437298	-16437298
-657571099	-16291581	-16291581
-732751551	-15842135	-15842135
-2116246026	-14873435	-14873435
-70276968	-14219692	-14219692
55233908	-14035655	-14035655
1988569672	-13886613	-13886613
-151336402	-12985786	-12985786
239910834	-12983255	-12983255
1122549819	-11806435	-11806435
809122683	-11536144	-11536144
258938406	-8283997	-8283997
-1952811601	-8035483	-8035483
1975614688	-7618117	-7618117
311093690	-7340475	-7340475
-1354853768	-6321360	-6321360
537750452	-5297140	-5297140
-1347222284	-3789659	-3789659
1767654545	-3039347	-3039347
-678752326	-2628043	-2628043
-203427526	-2089869	-2089869
623986024	-1760278	-1760278
-416471399	-1146236	-1146236
-19029741	512079	512079
-2055656171	998510	998510
1377576255	1383571	1383571
627191838	1435155	1435155
1862642704	2378312	2378312
2031047346	3269704	3269704
811289476	4565411	4565411
-312326142	4588757	4588757
-1942445640	5449667	5449667
1474389920	5741078	5741078
412864638	6122050	6122050
-897595680	6284152	6284152
1867232477	6520924	6520924
34168145	6680494	6680494
-1264890333	6871820	6871820
1738977395	7202700	7202700
-257809996	7434184	7434184
-1095793888	8242113	8242113
-1322318903	8271600	8271600
-932536519	8319723	8319723
-402662744	8638534	8638534
-613116779	9261797	9261797
99418403	9783895	9783895
-107657645	10034025	10034025
-669405590	10339723	10339723
-1384650776	11342916	11342916
1279822954	11703736	11703736
-67064401	11930450	11930450
-1464255668	11980700	11980700
1219723459	12250463	12250463
-816695334	12929470	12929470
1805028456	13341596	13341596
953959375	13736439	13736439
767560524	14415077	14415077
2069846623	14472029	14472029
1577084268	14640296	14640296
144455802	15139393	15139393
-1901132958	15840677	15840677
1491328912	16470955	16470955
-1356182945	16734922	16734922
-1440478484	17382423	17382423
835292198	18948152	18948152
-1291541796	19239910	19239910
393504958	20175213	20175213
247963188	20356810	20356810
-1192838212	20664938	20664938
-803747326	20729391	20729391
109954375	21271528	21271528
-1296996256	21781951	21781951
-2047582382	21961893	21961893
1269551814	22787850	22787850
146065816	23817063	23817063
-2083514029	23822470	23822470
897153888	23844648	23844648
-1241167903	23876587	23876587
146835478	23889969	23889969
-1594402084	24034190	24034190
-695595983	24190729	24190729
1468944696	24689275	24689275
-903882224	25265789	25265789
-2117861885	26425850	26425850
-1994929501	26713295	26713295
-2035117231	26941030	26941030
-1725318109	28182282	28182282
537209253	28284524	28284524
-402392790	28859934	28859934
1196757506	28867424	28867424
804031711	29129250	29129250
-1921950142	29219588	29219588
-938312422	29858255	29858255
1135938154	30126883	30126883
-799010390	30953130	30953130
1166500629	31106135	31106135
270452773	31304366	31304366
577894437	31382601	31382601
1689806308	31993107	31993107
552104036	32886948	32886948
905401889	33497019	33497019
-877774405	33769989	33769989
1104558155	33795379	33795379
1182411545	34168145	34168145
-1236483314	34273249	34273249
189991000	35301572	35301572
-1062012255	35488750	35488750
-730577518	36235236	36235236
1768799575	36714487	36714487
-814762302	37137420	37137420
7202700	37258935	37258935
1499912628	37353142	37353142
576280664	38242965	38242965
-489067642	41833378	41833378
-1651965252	42360288	42360288
8638534	42717320	42717320
-1773829344	42754523	42754523
-993015179	42825775	42825775
1110669138	42965968	42965968
-1907955333	43193023	43193023
676308855	43210468	43210468
566116686	44119080	44119080
-1989085056	45631323	45631323
-935511344	45673333	45673333
736736546	45899399	45899399
1853418428	46747916	46747916
-1983641492	46887397	46887397
-1922681320	47679432	47679432
1358306661	47885019	47885019
1775190658	48556745	48556745
1710967129	49236679	49236679
-105542188	49471387	49471387
-894860600	50009048	50009048
1866336756	50349744	50349744
-903856888	50637590	50637590
1071549128	50757253	50757253
-160358114	51137101	51137101
-466799704	51292944	51292944
831002204	51607447	51607447
369534666	52080851	52080851
-1366740542	52137600	52137600
-423778451	52688057	52688057
267223356	53498684	53498684
1569095900	54317854	54317854
1826541603	54384620	54384620
1022764924	55094407	55094407
1954841788	55233908	55233908
549289597	55254924	55254924
311239299	55453689	55453689
1146995693	55690306	55690306
-647502978	56028016	56028016
-1116885445	56160640	56160640
-1224881413	56203322	56203322
-268070548	57687605	57687605
-1915642282	58414330	58414330
-1956986995	58446657	58446657
-1146035006	58463923	58463923
1424660268	58499885	58499885
1820753196	59103338	59103338
255861727	59668784	59668784
1999704494	60370464	60370464
-1514919909	60821668	60821668
1677115942	60941522	60941522
-1361072915	61306896	61306896
-822322183	62079579	62079579
241310550	62104120	62104120
689203974	62310349	62310349
1428896852	63091825	63091825
-982323128	63180610	63180610
-1849583650	63469161	63469161
1392616656	63568972	63568972
-895395739	64196280	64196280
1382609897	65797599	65797599
-994678900	66529554	66529554
180377007	67684984	67684984
253606460	68046894	68046894
1393097564	69520333	69520333
567412034	69735918	69735918
-1992957672	70689768	70689768
1826367761	71044481	71044481
1015604500	71194047	71194047
1100012131	71211111	71211111
1298434607	72630836	72630836
-1988282675	73829425	73829425
-854909826	74549929	74549929
-869703804	74847078	74847078
1726879850	75538525	75538525
2126623200	75689490	75689490
-1021146814	76050649	76050649
-1335880605	76177847	76177847
1812570740	76307326	76307326
715841617	78493175	78493175
-1089491256	79119445	79119445
2056160023	79518265	79518265
-531586221	80159605	80159605
-352659435	80901968	80901968
-1389248515	80922990	80922990
1866121865	81101611	81101611
-2124038708	81521733	81521733
-336492379	82006999	82006999
1334750038	82548827	82548827
-528471006	82872792	82872792
1371132421	83567464	83567464
-86488630	84262446	84262446
-922655980	86901041	86901041
-1671350075	87092475	87092475
1725581676	87413677	87413677
1672938426	87669659	87669659
265151946	88379666	88379666
119912703	88417468	88417468
-1308771113	88433100	88433100
329991272	89113784	89113784
1263455004	89458499	89458499
-1486365571	90005642	90005642
-852338452	90779817	90779817
-401943016	91265092	91265092
-1050126136	92521304	92521304
2091236542	93265455	93265455
-1880906557	94011139	94011139
1929423665	95526986	95526986
-928422934	95531549	95531549
1146380040	95982443	95982443
-257716535	96650608	96650608
1508651862	96791760	96791760
1673691771	97023860	97023860
-540253792	99007661	99007661
-763567129	99418403	99418403
-440898121	100132915	100132915
-1367322342	100418213	100418213
-566769612	100926389	100926389
2010354914	101275913	101275913
450972835	102705885	102705885
335401231	102859461	102859461
-198468708	103369982	103369982
-969314812	103913177	103913177
993214049	104285224	104285224
-1651498356	106181634	106181634
235884737	106251075	106251075
-2082200324	106467463	106467463
-2017857728	107140037	107140037
1245519668	107602513	107602513
102705885	107742621	107742621
-1696866046	108348201	108348201
1662032109	109355708	109355708
-878536479	109638200	109638200
-1443492636	109954375	109954375
-171466434	110295876	110295876
345469700	110351851	110351851
-951304030	110371707	110371707
694054465	110586024	110586024
414131562	111398239	111398239
-1187571480	111571717	111571717
-1630373374	112102585	112102585
-1208916283	112465397	112465397
1935686837	113015314	113015314
-812386089	113733626	113733626
368877199	113762438	113762438
-939129380	114058184	114058184
-39870742	114239474	114239474
18948152	115334420	115334420
147158426	116421073	116421073
-287151871	116779340	116779340
-986991663	116906558	116906558
-1599932105	116970060	116970060
-607591366	117233729	117233729
188958067	118099161	118099161
622456021	118953765	118953765
-156775021	119019664	119019664
-997320297	119433892	119433892
2003163432	119912703	119912703
-1149397786	120517357	120517357
377823926	120769473	120769473
1418836836	121674506	121674506
-502565118	122079580	122079580
1473329825	122084306	122084306
667304709	122087513	122087513
2116540077	122385481	122385481
1303192128	123179369	123179369
-393602899	123799131	123799131
-236353415	123912830	123912830
1032165586	124070143	124070143
-846664394	124987333	124987333
1657741415	125924800	125924800
998510	126764515	126764515
381621458	126939477	126939477
-57012416	127232698	127232698
583240384	127345564	127345564
-384425797	127607775	127607775
595957965	128005415	128005415
640148980	129220387	129220387
-546368666	129514548	129514548
-1949370878	129549290	129549290
-1388881981	130918750	130918750
1772574102	131557901	131557901
-246660575	131797279	131797279
1337037640	132542879	132542879
-2120651871	132756327	132756327
1064123600	133630917	133630917
-400071041	135803779	135803779
2115199687	135886152	135886152
-828279938	136578352	136578352
275247010	136904409	136904409
-1166071372	136949186	136949186
1736988674	137173712	137173712
1547981345	137653737	137653737
-1409225321	138028335	138028335
-800990534	138300133	138300133
1913959194	139002937	139002937
915656902	139650133	139650133
1537689401	139797705	139797705
-892282688	139845023	139845023
543630688	141483333	141483333
248326689	141595925	141595925
-426350906	141658976	141658976
-689586239	142154384	142154384
901262122	142301425	142301425
-745094749	143943826	143943826
-1049350110	144121263	144121263
277560178	144455802	144455802
-161173782	145072027	145072027
-808744197	145156024	145156024
-811815920	145192480	145192480
-1206541216	145323209	145323209
673663356	146065816	146065816
1477895647	146421740	146421740
-425676132	146595165	146595165
-1222259879	146680289	146680289
1865724862	146825470	146825470
176943627	146835478	146835478
-1025488677	147158426	147158426
-259877109	147353811	147353811
1555381605	147572010	147572010
2089787273	147825956	147825956
1434494423	147913151	147913151
-1556326421	148370842	148370842
1885232398	148697381	148697381
186449715	149110597	149110597
-2088168765	149137547	149137547
-2091452840	149467728	149467728
1066184083	150323529	150323529
1004509046	150533308	150533308
1123097206	150535083	150535083
778460927	151983023	151983023
1232071840	152646210	152646210
-1558724264	152675275	152675275
-534922218	153153688	153153688
324718976	154171103	154171103
-287322491	154258120	154258120
-1090956869	154927758	154927758
1945277715	155399786	155399786
1752233297	155722771	155722771
-695616692	155885066	155885066
1567953634	155911979	155911979
-1149815209	157000986	157000986
722720995	157421994	157421994
1486145806	158714131	158714131
1633800756	158832226	158832226
-1788864325	158919786	158919786
-1849868542	159074696	159074696
-1864726654	159106277	159106277
-1878915520	159368383	159368383
449701052	159930541	159930541
-1581064575	160190952	160190952
1906864342	160195957	160195957
875516161	160577608	160577608
1049428334	160793048	160793048
2026207253	161788058	161788058
-1142484030	162732332	162732332
423977570	163151498	163151498
-196436304	163711790	163711790
627107457	164450174	164450174
-1983821095	164729528	164729528
-1451622652	165791985	165791985
1725148832	166368770	166368770
-485847821	166738647	166738647
532092193	166810935	166810935
-504877251	168744456	168744456
-1127906735	169880069	169880069
335398830	171135865	171135865
-760421402	171775733	171775733
-1636771228	171935507	171935507
1298070971	173086405	173086405
804012776	173694065	173694065
-381586998	173801664	173801664
1223905867	173898469	173898469
513578739	174510636	174510636
-115188748	175611766	175611766
-1329498335	176203515	176203515
-830172404	176943627	176943627
-1313303397	177136731	177136731
-231870301	177509850	177509850
1538379643	178164292	178164292
2054437640	178282349	178282349
-691257445	178413392	178413392
907559144	179189344	179189344
1314776193	179218006	179218006
-698712276	180162867	180162867
-1025115120	180377007	180377007
1395246778	180842207	180842207
-161385980	181181873	181181873
1348116342	182339380	182339380
1890811268	182959338	182959338
-1774639042	182999699	182999699
973207378	183721897	183721897
1366925239	183941054	183941054
1511950944	185287164	185287164
-1326143452	185395357	185395357
-1801623092	185585101	185585101
-979285862	185804699	185804699
2083390110	186387006	186387006
-760760240	186449715	186449715
-1950810955	186966260	186966260
1239659748	188309007	188309007
-312205886	188439591	188439591
250909373	188569426	188569426
-711716276	188863107	188863107
873721597	188958067	188958067
-454159350	189275949	189275949
1393818782	189732000	189732000
735095323	189817214	189817214
621568686	189991000	189991000
629712611	190285200	190285200
-1632921659	190872324	190872324
-872161135	191307905	191307905
-1924913365	191630168	191630168
1161837727	191719189	191719189
-882022840	191858180	191858180
1511412686	191866677	191866677
1977640276	193467272	193467272
711623525	193600303	193600303
-591829919	194750943	194750943
-1903853122	194958459	194958459
2139053623	195494929	195494929
1772277608	195789229	195789229
-1331405674	195940975	195940975
-2112588951	196527946	196527946
-1613834791	196809048	196809048
-2022594469	197020758	197020758
2085968409	198133979	198133979
-1031059064	199209466	199209466
-2628043	200330613	200330613
-1109706204	200416190	200416190
-522363535	201110058	201110058
-1106608550	201185571	201185571
50757253	201269458	201269458
26713295	202256344	202256344
-1581041831	202510164	202510164
-1519390536	203525050	203525050
43193023	204499416	204499416
124987333	204949633	204949633
1169665511	205320787	205320787
664341607	206219069	206219069
2119778146	206382143	206382143
-679197635	206473898	206473898
-1165733904	207638613	207638613
1747887021	207860353	207860353
1133405553	208415485	208415485
-1530432783	208417364	208417364
-1450599766	209426980	209426980
979127846	209931543	209931543
1870103231	210325990	210325990
-1417053931	210368208	210368208
-1740155501	211730011	211730011
-341942057	211800367	211800367
-529675667	214949542	214949542
-2095912828	215198488	215198488
1924417682	215332236	215332236
435082115	216843439	216843439
-25837135	216861819	216861819
-964200644	217121751	217121751
1373155419	217592802	217592802
206219069	217828874	217828874
782558424	218577405	218577405
555670028	218928887	218928887
2054231319	219287603	219287603
-2112970178	220973658	220973658
1842223245	221087546	221087546
2047088267	221642314	221642314
-745183421	221708806	221708806
-1237093128	221756998	221756998
-1481807013	222692227	222692227
1065582668	222726527	222726527
-1095072041	223526963	223526963
-2065785750	224108983	224108983
1548741488	224813550	224813550
654234959	224920660	224920660
-148727637	224972901	224972901
-360802890	225203596	225203596
-33778525	225976937	225976937
1386360249	228315309	228315309
1093848598	228775214	228775214
8271600	229688099	229688099
1655675575	229862238	229862238
-699682105	231565730	231565730
1886094040	231717791	231717791
-1197194952	232667417	232667417
1837732833	232767896	232767896
1707299072	233804868	233804868
-14035655	234795028	234795028
-495878134	234966239	234966239
984106887	235270257	235270257
1585371562	235884737	235884737
-601351055	237490938	237490938
-245298732	237597020	237597020
586622282	237709261	237709261
-503167106	238110831	238110831
-1859854006	238562195	238562195
-460098104	238774054	238774054
-1444829114	238811165	238811165
-894231906	239777458	239777458
-1032962813	239910834	239910834
-23651597	240059676	240059676
615656088	241310550	241310550
-1762590778	243330901	243330901
-1433812361	244113608	244113608
1821158542	244330025	244330025
-1089737440	245152357	245152357
347420354	245185866	245185866
1846498687	245521952	245521952
-536295532	246205259	246205259
-2120788089	246526185	246526185
1981639711	246925566	246925566
1682936979	247143651	247143651
-1677179500	247963188	247963188
-1948011389	248326689	248326689
1281227301	248467499	248467499
264550583	248737413	248737413
-1000970041	249058964	249058964
-1460539815	249081312	249081312
-1377647356	249181357	249181357
-136900716	249695673	249695673
1830892901	250137634	250137634
1796214691	250179974	250179974
-182114740	250909373	250909373
-1033079836	251419149	251419149
392793139	252109466	252109466
-1209693101	252218704	252218704
858823586	252271312	252271312
1363961875	253606460	253606460
-339617184	253705023	253705023
218928887	254494405	254494405
-1170789200	255787944	255787944
-1411860701	255861727	255861727
682062482	256065010	256065010
949290557	256332359	256332359
1429322845	256789232	256789232
-1422606385	256789327	256789327
972022586	256840299	256840299
-74346822	256880210	256880210
-1734887106	257869557	257869557
-1544303117	257956345	257956345
-1132143057	258938406	258938406
1201165542	259838231	259838231
-1459822261	260281609	260281609
923346474	260567702	260567702
306087290	260634340	260634340
-13886613	260744099	260744099
1176177877	260863082	260863082
-2110085192	262195157	262195157
-162188945	262265202	262265202
1418957214	262655844	262655844
1991849143	262816563	262816563
-1325324118	263736612	263736612
-387906564	264220602	264220602
-688355763	264550583	264550583
-348117045	265094972	265094972
1875898428	265151946	265151946
141483333	265688605	265688605
-1157561669	266086015	266086015
-723475552	266904586	266904586
-1620118662	267051786	267051786
-1592294033	267223356	267223356
-21982744	268390803	268390803
1026933865	268585764	268585764
1655289897	268838081	268838081
33497019	269388520	269388520
1082144788	269570385	269570385
-913702857	269887173	269887173
-397475354	269989655	269989655
166738647	270452773	270452773
-746594682	270693042	270693042
-1533795990	270835852	270835852
882617743	271803861	271803861
-483978640	271812988	271812988
507262857	272463234	272463234
484766821	272565347	272565347
1508728547	273079274	273079274
-90778101	273303209	273303209
1146117815	273320312	273320312
1687526528	273805939	273805939
-1623202716	273979633	273979633
-650376939	274172883	274172883
-1690650247	274245493	274245493
55690306	274278649	274278649
-1111329404	275247010	275247010
-206811080	275304565	275304565
1585503181	275646820	275646820
-1512563505	275875452	275875452
-1006620928	277560178	277560178
642072559	278078964	278078964
1705407818	278854789	278854789
1757339807	279222802	279222802
250179974	279873760	279873760
-1604255652	280476909	280476909
1949796960	280775964	280775964
-554611344	281644775	281644775
-842922339	282154167	282154167
-1072637352	282160144	282160144
-916029980	283584846	283584846
1916160381	283756935	283756935
2010263493	283948730	283948730
1867186636	283962149	283962149
1304604364	284321590	284321590
1415555056	285492521	285492521
-1476983843	285574774	285574774
611987774	285718340	285718340
-1701532106	286956965	286956965
-1111179116	287717757	287717757
-854540604	288540453	288540453
-1070404946	289094326	289094326
-742829650	289196261	289196261
1352814286	289363629	289363629
-1122769085	290664975	290664975
968585635	290832931	290832931
715466160	291734086	291734086
69520333	291967521	291967521
1433169706	292606034	292606034
-783232384	296380567	296380567
-473037717	296920600	296920600
1149351936	296962156	296962156
749744568	297218294	297218294
1390709531	297373715	297373715
-414133048	298035680	298035680
47679432	298208088	298208088
-779062209	298209569	298209569
-1414289265	298728409	298728409
-1903839831	299499641	299499641
919807855	299630756	299630756
-271561464	300528291	300528291
-1714327983	302836617	302836617
1385503093	303122342	303122342
9783895	303196793	303196793
-536865677	303842148	303842148
-875767167	304592312	304592312
-800811564	305384670	305384670
-901711498	306087290	306087290
-266582941	306092312	306092312
825858946	306154999	306154999
-614831177	310677718	310677718
-784329471	311093690	311093690
204499416	311239299	311239299
677006028	312288601	312288601
-194835558	312607147	312607147
-1495155353	313783192	313783192
755305692	315088668	315088668
1521680640	316383018	316383018
-1097590259	316587802	316587802
-104736896	316665221	316665221
300528291	316675534	316675534
-2027382980	316691352	316691352
893171823	317483722	317483722
1151868934	317962170	317962170
-1474667027	318220472	318220472
-842913360	318406514	318406514
-2132077059	318423644	318423644
2004910659	318730662	318730662
542257583	319374597	319374597
-999837839	319899234	319899234
-664040182	319930512	319930512
-352999924	319939625	319939625
-132965903	320017064	320017064
911326093	320786239	320786239
-1052389233	322242890	322242890
-1169037075	322790332	322790332
843357945	323020260	323020260
-829703330	323123955	323123955
-90116634	323281104	323281104
953824933	323444511	323444511
273303209	323582675	323582675
-2111093213	323748495	323748495
482289362	324718976	324718976
-1827048236	325150340	325150340
-472635355	326161849	326161849
-1644932660	327245901	327245901
2060380098	327293719	327293719
-1328908814	328241459	328241459
11703736	329292007	329292007
1045127444	329705960	329705960
-1663148458	329991272	329991272
880387971	330504190	330504190
-2027945736	330657493	330657493
1557397205	330759520	330759520
-124554206	331510909	331510909
-1848184952	332038305	332038305
813858087	332544006	332544006
-970253673	332944221	332944221
-1323159119	333164628	333164628
-431788744	334720442	334720442
-1663532068	335284966	335284966
1225923177	335398830	335398830
-1508389428	335401231	335401231
-1079111440	335808732	335808732
-602218526	335990378	335990378
1884861940	336307053	336307053
87092475	336872159	336872159
-1215479961	337290353	337290353
1058529887	339969577	339969577
-1759449396	340720811	340720811
-1042950837	340722836	340722836
-1712131035	342655656	342655656
1827292728	342936291	342936291
888781321	343426536	343426536
-1656776111	343585290	343585290
1318852405	343596039	343596039
2138072500	343876414	343876414
-1040044266	343962444	343962444
-386562705	344399153	344399153
1790114329	344534491	344534491
-1739676065	344839750	344839750
-2079305784	344880745	344880745
-2105393579	345469700	345469700
-251121667	346189707	346189707
861028144	346295587	346295587
1106492849	347420354	347420354
389314506	348021552	348021552
-2096876241	348173071	348173071
280476909	348603400	348603400
580776118	348825499	348825499
-239655764	348889110	348889110
29858255	349097301	349097301
741009614	349945894	349945894
-1736523041	351796280	351796280
361330997	351938155	351938155
873898946	352313497	352313497
-91490976	352811609	352811609
-285383314	352905670	352905670
1847540863	353010946	353010946
2114493420	353042641	353042641
1658852780	354004144	354004144
-35450062	354161754	354161754
1291202121	354567664	354567664
-1841153379	354889659	354889659
1150411416	355506578	355506578
1577980956	355885822	355885822
1400210683	355952236	355952236
1963321163	356483684	356483684
814232204	356585749	356585749
-1055332846	357675315	357675315
1865992167	357781325	357781325
1457241986	357862098	357862098
2044741463	357961379	357961379
1544199939	358412115	358412115
-2118678063	359130663	359130663
306092312	359851413	359851413
1216509524	360603630	360603630
-1729962949	360713791	360713791
726648753	361318645	361318645
1155167140	361330997	361330997
-1583960376	361716240	361716240
-47918345	362056112	362056112
-2049904714	362738678	362738678
-1799615185	362750888	362750888
-900693362	363054111	363054111
-1180019140	363093275	363093275
805426318	363225448	363225448
731418156	363247555	363247555
1189123317	363763419	363763419
323020260	364230888	364230888
846991588	366133504	366133504
2035253413	366385326	366385326
1809028073	366393367	366393367
-2128602376	366413188	366413188
316383018	366470009	366470009
37258935	366701434	366701434
-771416240	366884014	366884014
1332348229	367532523	367532523
-186013289	367628398	367628398
821134400	367861188	367861188
1859076790	367913280	367913280
-304394711	368499652	368499652
1314248307	368877199	368877199
-1653002282	369382297	369382297
-242916053	369534666	369534666
249181357	370226246	370226246
1359058066	371531859	371531859
-139641094	372916876	372916876
-824978581	373031999	373031999
-428820776	374176290	374176290
1846881309	374747188	374747188
822256012	374843533	374843533
-259307457	374851626	374851626
1420786754	375116670	375116670
-649160808	375644561	375644561
-1010728830	376003888	376003888
-688777437	376459264	376459264
-2000923162	376819397	376819397
-1401525985	377284001	377284001
611709908	377619558	377619558
2116738345	377823926	377823926
-1163368644	377876564	377876564
-1494794254	378479914	378479914
-807296070	378568793	378568793
416996381	379991937	379991937
1465339015	380678690	380678690
-1193766348	381183051	381183051
-1010185959	381325068	381325068
-1757912088	381621458	381621458
1417794155	381818262	381818262
-840577297	381847626	381847626
-155172550	382564953	382564953
-1857294791	382689232	382689232
544477890	383086047	383086047
441916507	383615835	383615835
-105011012	384696808	384696808
-88813471	385986171	385986171
-1697641809	386137284	386137284
-1958660513	386968616	386968616
-246566452	388740153	388740153
-1611880578	388834550	388834550
-426050062	389314506	389314506
-1494863528	389818222	389818222
-1838274158	390562363	390562363
-820845861	390584692	390584692
1936538493	390951931	390951931
-250010344	390958561	390958561
-1940627218	391724496	391724496
1526468759	391986622	391986622
-385804472	392068748	392068748
-754777040	392154011	392154011
2069097571	392265024	392265024
-455683964	392313268	392313268
1456942433	392793139	392793139
-1496898702	393301825	393301825
358412115	393504958	393504958
-1317891760	393513960	393513960
645087814	394242479	394242479
845821361	394731102	394731102
355952236	395176177	395176177
1364360170	396923308	396923308
1662407798	396989845	396989845
-364462134	397035000	397035000
-1845222046	397656938	397656938
-1065799394	398162210	398162210
1527755589	398781287	398781287
1585858792	400352595	400352595
-203195426	400376493	400376493
-226476670	400443462	400443462
-435671312	400639819	400639819
1623640834	401174798	401174798
-802376267	402137760	402137760
-1151834219	402739614	402739614
-2042120720	403317750	403317750
-1685575768	403882505	403882505
1453386333	404205254	404205254
-885113820	404459410	404459410
-1977158766	404800924	404800924
1819649279	405400957	405400957
11980700	405509290	405509290
-952075025	406497047	406497047
2078524359	406505845	406505845
22787850	406800905	406800905
1002734465	407849456	407849456
225203596	408008079	408008079
-634875848	408069800	408069800
-1378182870	408375278	408375278
1504149912	408456193	408456193
915241612	408661371	408661371
-536614243	408765027	408765027
-1578468377	408963635	408963635
819607384	409402732	409402732
363763419	409532631	409532631
1091500111	409737654	409737654
256789232	409832134	409832134
803859424	409953096	409953096
-1586975892	410052322	410052322
861307675	410192259	410192259
576606048	410458239	410458239
-399053086	410527248	410527248
-1831451371	410951661	410951661
92521304	411391253	411391253
962867778	411396672	411396672
336872159	411807543	411807543
1944693943	411880778	411880778
1107244859	411941266	411941266
-2125061289	412201496	412201496
737883796	412731198	412731198
-1858898527	412864638	412864638
10034025	412928805	412928805
-1755895786	413032225	413032225
-1059413581	413104733	413104733
-1407644107	413190729	413190729
1558730957	413796517	413796517
